,comments,created_time,from,id,likes,content,shares,type,,,,
258,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-09 21:09:44,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_883259015090794,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDM4NTkyOTAzNTUyNDE='}}, u'data': [{u'id': u'10203859290355241', u'name': u'Fabiola Alejandra Mora Meneses'}, {u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'10206074099631451', u'name': u'Soledad Perez Jara'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Junto a la unión comunal de Graneros en reunión  de trabajo  sobre el fondo del gobierno regional  de o'higgins en la sexta región. #ChilenosconDecisión  y #Proelcon unidos por hacer obra social  real y concreta.,{u'count': 2},photo,,,,
259,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGd6TnpneU56ZzRNemN4TnpVd09qRTBNemt5TlRrNU16QT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGd6TWpNME56WTFNRGt6TWpFNU9qRTBNemt4TlRFd016TT0='}}, u'data': [{u'message': u'Que lindo gesto. Grande Jose Luis Quijada Machuca 👏🏽👏🏽', u'from': {u'name': u'Paulina Calder\xf3n', u'id': u'10206511518884302'}, u'id': u'883201155096580_883234765093219'}, {u'message': u'Gracias pau...un abrazo', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'883201155096580_883243781758984'}, {u'message': u'Jotita que lindo lo que hacen por esos niños !!! Dios los bendiga y multiplique más lo bueno q hacen .... saludos amigo !!', u'from': {u'name': u'Yasna Escobar', u'id': u'10206511896337774'}, u'id': u'883201155096580_883264918423537'}, {u'message': u'Wena carreta...! 😉', u'from': {u'name': u'Javier Orlando Salazar Sparza', u'id': u'10207760014304216'}, u'id': u'883201155096580_883268845089811'}, {u'message': u'Lindooooo!', u'from': {u'name': u'Soledad Perez Jara', u'id': u'10206074099631451'}, u'id': u'883201155096580_883297821753580'}, {u'message': u'Felicitaciones', u'from': {u'name': u'Jacqueline Rojas Gonz\xe1lez', u'id': u'10205028562214515'}, u'id': u'883201155096580_883325078417521'}, {u'message': u'Ojala hubieran más personas como ustedes . Sigan adelante.', u'from': {u'name': u'Doris Escudero', u'id': u'1544998822495592'}, u'id': u'883201155096580_883329238417105'}, {u'message': u'Felicitaciones , muy hermoso.', u'from': {u'name': u'Leandra Grawe S.', u'id': u'10208720943041965'}, u'id': u'883201155096580_883330281750334'}, {u'message': u'buena conti..', u'from': {u'name': u'Hector Gonzalo Quijada Fernandez', u'id': u'10203457410875788'}, u'id': u'883201155096580_883391568410872'}, {u'message': u'Muy buena iniciativa quijote, un abrazo!', u'from': {u'name': u'Xuby Appelgren Astorga', u'id': u'10205276537011721'}, u'id': u'883201155096580_883711415045554'}, {u'message': u'Dios les Bendiga y multiplique en todo. Gracias por darle alegría a esos niños.', u'from': {u'name': u'Nubia Olgu\xecn Cantillana', u'id': u'10203712916796199'}, u'id': u'883201155096580_883782788371750'}], u'summary': {u'total_count': 11, u'order': u'ranked'}}",2015-08-09 18:39:55,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_883201155096580,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ0NDEwNDQyMDYyMTE=', u'before': u'NzgwNzg4NTUyMDUzMTAy'}}, u'data': [{u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10203712916796199', u'name': u'Nubia Olguìn Cantillana'}, {u'id': u'692300497495007', u'name': u'Luisa Magdalena Cortes Coroceo'}, {u'id': u'10209029464677844', u'name': u'Mirta Revecco'}, {u'id': u'480117728817223', u'name': u'Viviana Asencio'}, {u'id': u'10203408519565248', u'name': u'Pilar Fred Foster'}, {u'id': u'10208685684928097', u'name': u'Gaviota Almendra'}, {u'id': u'10152885464422295', u'name': u'Priscilla Pizarro Vélez'}, {u'id': u'10203457410875788', u'name': u'Hector Gonzalo Quijada Fernandez'}, {u'id': u'10209016245222562', u'name': u'Patricia Vélez Maldonado'}, {u'id': u'1020365944649870', u'name': u'Sole Bahamondes'}, {u'id': u'10207243029654436', u'name': u'Oscar David Hinojosa Morasso'}, {u'id': u'827067047414043', u'name': u'Maria Veronica Frei Garcia'}, {u'id': u'1544998822495592', u'name': u'Doris Escudero'}, {u'id': u'477059502498285', u'name': u'Alexandra Valladares Bustos'}, {u'id': u'10206074099631451', u'name': u'Soledad Perez Jara'}, {u'id': u'10207145623456092', u'name': u'Ingrid Saavedra Fre'}, {u'id': u'938404689559992', u'name': u'Sole Andrea'}, {u'id': u'10208796545771674', u'name': u'Isabel Vera Sanchez'}, {u'id': u'10155838496335294', u'name': u'Sinthya Laiz González'}, {u'id': u'10204339450301269', u'name': u'Maria Jose Moraleda'}, {u'id': u'10204215510400809', u'name': u'Violeta Paz Morales Sepúlveda'}, {u'id': u'10206045121785997', u'name': u'Luisa Hernandez'}, {u'id': u'10205854620789051', u'name': u'Carmen Gloria Sandoval'}, {u'id': u'1652156461716917', u'name': u'Ana Schurch'}, {u'id': u'10207760014304216', u'name': u'Javier Orlando Salazar Sparza'}, {u'id': u'10206511896337774', u'name': u'Yasna Escobar'}, {u'id': u'10207936366984976', u'name': u'Raul Escudero Yissi'}, {u'id': u'10205093317710698', u'name': u'Gennady Esteban Cortes Yon'}, {u'id': u'10206511518884302', u'name': u'Paulina Calderón'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10154245411120898', u'name': u'Andrés Leyton'}, {u'id': u'10205284967904206', u'name': u'Susy Arenas Llanos'}, {u'id': u'10204441044206211', u'name': u'Oscar Diaz Angel'}], u'summary': {u'total_count': 34}}",Hoy temprano teniamos planeado cooperar sirviendo almuerzo a unos niños de unas tomas en alto hospicio...como supieron las lluvias nos afectaron un poco la programacion ya que muchos niños sufrieron las ilclemencias climaticas directamente en sus viviendas.por lo tanto no asistieron todos al comedor....pero no podiamos dejar que pasaran este dia sufriendo el frio y decidimos ir nosotros casa por casa buscandolos y entregando una bolsita de dulces y lograr que este frio dia fuera mas llevadero para ellos...gracias a chilenos con decision tarapaca.,{u'count': 4},photo,,,,
261,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-09 17:35:42,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_883178951765467,"{u'paging': {u'cursors': {u'after': u'MzcxMzkzMjk5Njg0MTAz', u'before': u'MTAyMDg0NTU3NTU5NDEwODk='}}, u'data': [{u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'967760379969611', u'name': u'Rosario Retamal'}, {u'id': u'10203092637877395', u'name': u'Geraldine Alejandra Mora Mora'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'10205284967904206', u'name': u'Susy Arenas Llanos'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'371393299684103', u'name': u'Sarii Marin Rozas'}], u'summary': {u'total_count': 7}}",El equipo de #ChilenosconDecisión #Tarapaca   en terreno celebrando  el día del niño en un campamento  de Alto Hospicio. Gran organización de su coordinador  regional Jose Luis Quijada  y Gisella Soto.,{u'count': 2},photo,,,,
263,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-09 00:52:03,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882820291801333,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzgwNzg4NTUyMDUzMTAy'}}, u'data': [{u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'161942770803618', u'name': u'Maria C Maldonado Gonzalez'}, {u'id': u'402298586621606', u'name': u'Katherine Arapio Bustillos'}, {u'id': u'1682216858682896', u'name': u'Marcela Ruz'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 7}}",Hoy pudimos aportan con un pequeño gesto a los niños de la comuna de iquique. Jardin junji dragoncito y padres..gracias al valioso aporte del empresario iquiqueño patricios sesnich. los niños y apoderados agradecidos por el aporte que hicimos a esta actividad para que los mas pequeños disfrutaran de un momento feliz..,{u'count': 5},photo,,,,
264,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-08 20:46:38,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882723821810980,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDg0NTU3NTU5NDEwODk='}}, u'data': [{u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'10153644202343555', u'name': u'Erika Guajardo Canales'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 4}}",Ahora en reunión  con los vecinos de la UNIÓN  COMUNAL DE GRANEROS en la sexta región.  #ChilenosconDecisión  y #Proelcon en Terreno,{u'count': 1},photo,,,,
265,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-08-08 20:06:27,"{u'name': u'Margarita Guzmán Cantillana', u'id': u'987741374642405'}",404571512959549_882714131811949,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",Gracias.por.visitarnos.y.trabajar.con.nosotros.como.union.comunal.graneros,,status,,,,
266,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-08 18:12:05,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882686711814691,"{u'paging': {u'cursors': {u'after': u'MTUyOTEyMzg0MDcwNjk1Ng==', u'before': u'MTAyMDg0NTU3NTU5NDEwODk='}}, u'data': [{u'id': u'10208455755941089', u'name': u'Hugo Kroos'}, {u'id': u'10203786034786146', u'name': u'Diego Ignacio Amenabar Schjolberg'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10207058946891614', u'name': u'Claudia Chiappe'}, {u'id': u'10206931743435894', u'name': u'Poly Palacius'}, {u'id': u'10152643640837773', u'name': u'Aurelio Gonzalez'}, {u'id': u'10203639229044121', u'name': u'Dani Soto Ponce'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}], u'summary': {u'total_count': 8}}","Feliz cumpleaños a nuestro Presidente Christopher Bravo Ramirez!!!!! Que seas muy feliz en este día, te desea el Equipo de nuestra ONG Social #ChilenosconDecisión",{u'count': 1},photo,,,,
267,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGcwTlRjeE1UZzRNamt5T1RFd09qRTBNemt6T1RJeE5UZz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGcwTlRjeE1UZzRNamt5T1RFd09qRTBNemt6T1RJeE5UZz0='}}, u'data': [{u'message': u'????????????????????????', u'from': {u'name': u'Marcela Ruz', u'id': u'1682216858682896'}, u'id': u'882681398481889_884571188292910'}], u'summary': {u'total_count': 1, u'order': u'ranked'}}",2015-08-08 17:48:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882681398481889,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDYwNzQwOTk2MzE0NTE='}}, u'data': [{u'id': u'10206074099631451', u'name': u'Soledad Perez Jara'}, {u'id': u'1682216858682896', u'name': u'Marcela Ruz'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}",Nuestro equipo en  #Terreno celebración del día del niño en la Región de Tarapaca.  Organizado por su coordinador  regional Jose Luis Quijada y la coordinadora  de capacitación Gisella Soto.#ChilenosconDecisión,,photo,,,,
268,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-08 02:21:11,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882354308514598,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDM0NDAwMzk1MTUwODU='}}, u'data': [{u'id': u'10203440039515085', u'name': u'Kenna Silva L'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}",Estimados  todos. Les informamos con alegría que hemos constituido  el club deportivo  CHILENOS CON DECISIÓN  gracias a todos  por su ayuda,,photo,,,,
270,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-07 13:58:17,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_882110141872348,"{u'paging': {u'cursors': {u'after': u'MTAyMDY5MzE3NDM0MzU4OTQ=', u'before': u'MTAxNTMxNjI4OTkzNTIxMzU='}}, u'data': [{u'id': u'10153162899352135', u'name': u'Guillermo Vargas K'}, {u'id': u'1020365944649870', u'name': u'Sole Bahamondes'}, {u'id': u'10206794486523514', u'name': u'Anita Maria Henriquez Aguayo'}, {u'id': u'10203421134791604', u'name': u'Monica Velasquez del Rio'}, {u'id': u'10208598506500398', u'name': u'Carolina Cayuqueo Rojas'}, {u'id': u'141634799502842', u'name': u'Felipe Eduardo Cordova Freire'}, {u'id': u'10207978388159828', u'name': u'Fernando Alberto Alfaro Mery'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10206931743435894', u'name': u'Poly Palacius'}], u'summary': {u'total_count': 9}}",Saliendo de Agencia Sesnich..don Patricio Sesnich.. nos ha donado una suma de dinero para poder realizar una actividad con niños de la comuna de iquique. Gracias a este talentoso empresario iquiqueño quien cree en nuestra organizacion y en nuestro aporte a la sociedad....,,status,,,,
271,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGd4TnpRME16UTROVGMxTlRrME9qRTBNemc1TURFd05qRT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPRGd4TnpReU56Y3hPVEE1TURnMU9qRTBNemc1TURBMU5qUT0='}}, u'data': [{u'message': u'Pero como podemos ayudar.....', u'from': {u'name': u'Claudio Guajardo', u'id': u'10207321341011958'}, u'id': u'881742228575806_881742771909085'}, {u'message': u'Algún contacto  dentro del hospital para ver oportunidad  de una cama.', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisi\xf3n', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}, u'id': u'881742228575806_881744348575594'}], u'summary': {u'total_count': 2, u'order': u'ranked'}}",2015-08-06 22:33:12,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_881742228575806,"{u'data': [], u'summary': {u'total_count': 0}}",FAVOR SU AYUDA! NECESITAMOS UNA CAMA EN EL HOSPITAL SAN BORJA ARRIARAN EN SANTIAGO  PARA PACIENTE  CON CÁNCER.  TRASLADO DESDE COPIAPO! GRACIAS :),{u'count': 1},status,,,,
273,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-06 01:39:45,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_881376525279043,"{u'paging': {u'cursors': {u'after': u'ODQ1MDYwNzgyMjAzNDY1', u'before': u'MTQxNjM0Nzk5NTAyODQy'}}, u'data': [{u'id': u'141634799502842', u'name': u'Felipe Eduardo Cordova Freire'}, {u'id': u'10203440039515085', u'name': u'Kenna Silva L'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10206931743435894', u'name': u'Poly Palacius'}, {u'id': u'845060782203465', u'name': u'Janis Grace Flower'}], u'summary': {u'total_count': 6}}","Ahora redactando   proyecto de Charlas Motivacionales para bajar niveles sobre deserción Escolar en liceos o colegios Municipales. Graciela, Nicolas y Christopher  #ChilenosconDecisión, Fondo Mixto Ministerio de Desarrollo Social",{u'count': 1},photo,,,,
274,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2015-08-06 00:38:14,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_881362048613824,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDgwMzAwNTU0OTAxNzk='}}, u'data': [{u'id': u'10208030055490179', u'name': u'Jackel Oyarzun'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}, {u'id': u'10206489653464214', u'name': u'Jocelyn Carrasco'}, {u'id': u'10204490208557851', u'name': u'Ricardo Requejo'}, {u'id': u'10208598506500398', u'name': u'Carolina Cayuqueo Rojas'}, {u'id': u'10206931743435894', u'name': u'Poly Palacius'}, {u'id': u'141634799502842', u'name': u'Felipe Eduardo Cordova Freire'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 8}}",En terreno entregando nuestro apoyo y asesoría  a las organizaciones  sociales de Santiago Centro. En terreno se hacen los cambios. Sumate,{u'count': 1},photo,,,,
