,A,date,C,D,content,,
811,"6,23137839119761E+017",2015-07-20 14:30:12,0,2,"RT @fparentesis: Para dar soluciones reales a quienes viven en situación de calle, hay que partir por… https://t.co/tcj3Ue9Soc",,
812,"6,23137708450427E+017",2015-07-20 14:29:41,0,3,"RT @UNIACC: El 14 de agosto, ayudemos a ayudar con UNIACC y el Hogar de Cristo @Hdecristo http://t.co/8iEZ6NcvBK http://t.co/ItXHJEF0wF",,
813,"6,22753317362495E+017",2015-07-19 13:02:15,3,4,"“Para poder transformar, para poder reformar la estructura, lo primero q hay q hacer es transformar y reformar las conciencias"" P Walker sj",,
814,"6,22496725236904E+017",2015-07-18 20:02:39,1,6,Si viste o leíste algún trabajo periodístico q se destaque x retratar la pobreza y la exclusión social compártelo acá http://t.co/WBOZueXLuL,,
815,"6,22406066140267E+017",2015-07-18 14:02:24,0,1,¿Cual es la realidad de los inmigrantes en nuestro País? ¿existe una clara política de migración? http://t.co/Njmg24dZaK,,
816,"6,22164426972639E+017",2015-07-17 22:02:13,2,2,¿Leíste algún trabajo periodístico que destaque por su forma de abordar la pobreza? http://t.co/Apnkk0HFSS http://t.co/65gXtSbAon,,
817,"6,22134528186929E+017",2015-07-17 20:03:24,2,1,"Nuestro Capellán Pablo Walker, en entrevista vía @ChileBcl  http://t.co/g5fDHghpRQ http://t.co/NrtiWdB27I",,
818,"6,22119367677977E+017",2015-07-17 19:03:10,0,2,Las escuelas de reinserción escolar son 1 solución concreta para atender a alumnos q fueron abandonados x el sistema http://t.co/FUJ8ewcOa2,,
819,"6,22084127072891E+017",2015-07-17 16:43:08,0,0,"How I did on Twitter this week: 53 New Followers, 55 Mentions, 1.67M Mention Reach. How'd your week go? via http://t.co/4kEUPOunY8",,
820,"6,22059155126358E+017",2015-07-17 15:03:54,1,2,"¿cómo serán lúcidos respecto de las prioridades del bien común los dirigentes del país, si viven cada vez más lejos? http://t.co/MBKbdUzfU2",,
821,"6,21787021749682E+017",2015-07-16 21:02:32,1,0,"“Soy testigo de una rabia acumulada, de una mezcla entre rabia y a veces pena, una especie de desencanto"" @pwalkersj http://t.co/SpCda6Aaa9",,
822,"6,21711883440128E+017",2015-07-16 16:03:58,1,6,Radiografía al salario mínimo: más de un millón de chilenos recibe esta remuneración o menos http://t.co/mdIl5vnhSr vía @elmostrador,,
823,"6,21703530445959E+017",2015-07-16 15:30:47,1,2,My best RTs this week came from: @AnaMariaGazmuri @ana_josefa #thankSAll Who were yours? http://t.co/1KXstNsKpe http://t.co/nfIjgV1Kv5,,
824,"6,21681632043495E+017",2015-07-16 14:03:46,5,5,"""Son inseparables la preocupación x la naturaleza, la justicia c/los pobres, el compromiso c/la sociedad y la paz interior"" Papa Francisco",,
825,"6,2141493938792E+017",2015-07-15 20:24:01,0,6,RT @fparentesis: @mgsubercaseaux Vivir en la calle no es sinónimo de delincuencia. Escuchémoslos para saber qué necesitan #aquiestamos http…,,
826,"6,21394847925187E+017",2015-07-15 19:04:11,0,3,"RT @AlumbradPintana: @Hdecristo FAVOR RT! . Perdona molestia, pido ayuda, Pariente Extraviado Curamavida, Santa Juana, VIII Región!.- http:…",,
827,"6,21390154553541E+017",2015-07-15 18:45:32,0,1,RT @RedMaule: Campaña del Hogar de Cristo logró inscribir a 2.983 nuevos socios en la Región del Maule http://t.co/twcW6YUkcQ http://t.co/I…,,
828,"6,21387353198871E+017",2015-07-15 18:34:24,4,4,Algo tan simple como preguntar: ¿cómo estás? Puede cambiarle el día a una persona en situación de calle http://t.co/1k7sUE0Mo7,,
829,"6,2137612816758E+017",2015-07-15 17:49:48,0,2,"RT @Razon_en_Cristo: Pablo Walker, Capellán del @Hdecristo, es otro charlista que nos acompañará en REC Santiago! #SeVieneREC2015",,
830,"6,21371161662915E+017",2015-07-15 17:30:04,0,22,RT @siemprexlavida: Hoy donamos productos al @Hdecristo ¡Felices de aportar un pequeño granito de arena a la gran labor que hacen! http://t…,,
831,"6,213053170502E+017",2015-07-15 13:08:25,0,5,RT @americasolidari: Celebramos los 10 años de @ComyPobreza en nuestras oficinas. Junto a @Hdecristo @superarpobreza @PeriodismoUDP http://…,,
832,"6,21303531702755E+017",2015-07-15 13:01:19,1,0,@sanmartin_yanet @Emol la campaña es a nivel nacional,,
833,"6,21069667352883E+017",2015-07-14 21:32:02,4,12,Buscan juntar cuatro mil calzoncillos largos para personas en situación de calle http://t.co/RheX1FhvW9,,
834,"6,21039691907924E+017",2015-07-14 19:32:55,1,3,¿Es Chile un país violento? revisa esta columna de @TAbierto http://t.co/Th3HO3SQNW,,
835,"6,21009446647505E+017",2015-07-14 17:32:44,3,4,"Las personas mayores de 60 representan el 16% de nuestra población nacional ""Buen trato hacia los Adultos Mayores"" http://t.co/XLn85rMUA8",,
836,"6,20980351637324E+017",2015-07-14 15:37:07,0,0,"@surpatagon no es burocracia, tratamos de resguardar el bienestar tanto de las personas que ingresan como de las que se encuentran dentro",,
837,"6,20975837370819E+017",2015-07-14 15:19:11,0,16,RT @IntendenciaRM: 4 mil calzoncillos quiere juntar campaña 'Calzoncillo largo pa Chilito'. Donaciones en Pullman Bus y Hogar de Cristo htt…,,
838,"6,2097214905507E+017",2015-07-14 15:04:32,2,2,"Acoger, respetar e incluir, palabras claves para escuchar a quienes viven situación de calle. #aquiestamos http://t.co/yasQoelbtI",,
839,"6,20971316892582E+017",2015-07-14 15:01:13,0,7,RT @Bienvenidos13: Recuerda! Solo CALZONCILLOS LARGOS NUEVOS para el HOGAR DE CRISTO en las oficinas de PULLMAN BUS! http://t.co/ZODIDBddLj,,
840,"6,20968869654565E+017",2015-07-14 14:51:30,3,4,"Junto a nuestros amigos @guachacas iniciamos campaña ""Calzoncillos Largos"" en apoyo a personas en situación de calle http://t.co/Z17tAWHn9b",,
841,"6,20968379696988E+017",2015-07-14 14:49:33,0,13,"RT @Bienvenidos13: DIRECTO desde @lacuarta… CALZONCILLOS LARGOS PARA TODOS! con @nacho_pop, Leo, @tv_german y @maxicollao! http://t.co/Jm33…",,
842,"6,20967982966133E+017",2015-07-14 14:47:58,0,24,RT @vaneborghi: A donar calzoncillos largos y camisetas para la gente q vive en situación de calle serán entregados x @guachacas a través d…,,
843,"6,20958788242264E+017",2015-07-14 14:11:26,0,5,RT @JPQueralto: En la jornada solidaria!! Para ayudar a los abuelitos del @Hdecristo junto al @lacuarta #CalzoncilloLargo yo tb puedo! 👏🏿👏🏿,,
844,"6,20957105516905E+017",2015-07-14 14:04:45,2,4,"""Los grandes cambios surgen desde pequeñas complejidades"" Liliana Cortés Directora ejecutiva @Sumate_Fund http://t.co/yabibLloJ8",,
845,"6,20933754320761E+017",2015-07-14 12:31:58,1,0,Montessori a la Alto Belén: promoviendo la cultura del buen trato en Bajos de Mena  http://t.co/5sBneubRNf vía @Educacion2020,,
846,"6,20715204024869E+017",2015-07-13 22:03:31,1,1,"""En lo personal lo que más falta me ha hecho en la vida es el Cariño"" dice Luis http://t.co/1rJrHadnlY  #Aquiestamos",,
847,"6,20695713379426E+017",2015-07-13 20:46:04,0,0,"Según la última Casen 2013, más de 99 mil niños y jóvenes de entre 6 y 18 años están fuera del sistema escolar http://t.co/EpSm3Pifrh",,
848,"6,20677030070387E+017",2015-07-13 19:31:50,0,0,"Carta d ntra Dir Ejecutiva Bío Bío, Cecilia Ponce/""Hacia una Estrategia Regional de Desarrollo con los + vulnerables"" http://t.co/DKGtzwSX9J",,
849,"6,20671345676972E+017",2015-07-13 19:09:14,3,2,Gracias por hacer que las sonrisas del Hogar perduren en el tiempo. http://t.co/HY2Y8NF56X,,
850,"6,20661883587183E+017",2015-07-13 18:31:39,4,8,¿Te tomarías el tiempo para sentarte un rato a conversar con una persona en situación de calle? http://t.co/8JAqYDAx10 #Aquiestamos,,
851,"6,20640002112901E+017",2015-07-13 17:04:42,0,0,Sabes cuales son los miedos y tristezas de quienes están en situación de calle? #aquiestamos http://t.co/j9s4L0kGZs  #Aquiestamos,,
852,"6,20616243922375E+017",2015-07-13 15:30:17,0,2,"Recomendamos la columna: ""Migración en Chile, la deuda del Estado"" vía @elmostrador http://t.co/uwrzYOY7kt",,
853,"6,2059257933638E+017",2015-07-13 13:56:15,4,6,"Postula tu trabajo periodístico al Premio: ""Pobre el que no cambia de mirada"" de @ComyPobreza http://t.co/MZFWsPcyK6 http://t.co/9WkEcQaP8p",,
854,"6,20578466933555E+017",2015-07-13 13:00:10,0,4,RT @fparentesis: Sabes cuales son los miedos y tristezas de quienes están en situación de calle? #aquiestamos Escúchalos aquí --&gt, http://t.…,
855,"6,20216593197498E+017",2015-07-12 13:02:13,3,6,¿Sabes que es la metodología Montessori en la educación preescolar? http://t.co/a2rT2Q93Qu,,
856,"6,19975085466718E+017",2015-07-11 21:02:33,4,8,No esperemos que alguien en situación de calle muera de frío! Escúchalos para dar soluciones AHORA #aquiestamos http://t.co/UGozw4aNqf,,
857,"6,1988481695631E+017",2015-07-11 15:03:51,2,8,"Para dar soluciones reales a quienes viven en situación de calle, hay que partir por escucharlos. http://t.co/d2d2aWelRW #Aquiestamos",,
858,"6,19854428779229E+017",2015-07-11 13:03:06,6,14,"""los años me fueron pillando y después de los 40, muchas empresas ya no quieren recibirte” http://t.co/w20YCNKngI http://t.co/I1ecV8I2Ld",,
859,"6,1970305873023E+017",2015-07-11 03:01:37,1,2,"Conoce la historia de Don Alberto Villagrán, acogido de la Hospedería de Punta Arenas en esta nota de @LaPrensAustral http://t.co/v5bAfF5Z8r",,
860,"6,19667640802497E+017",2015-07-11 00:40:53,0,2,"RT @andreacoxgarcia: ""los grandes cambios surgen desde pequeñas complejidades"" Carta al director @ElMercurioBlog de @lilianaecortesr de @Su…",,
861,"6,19643031835251E+017",2015-07-10 23:03:05,2,4,"Acoger, respetar e incluir puede marcar la diferencia para quienes se encuentran en situación de calle. #Aquiestamos http://t.co/7YK7RkETtS",,
862,"6,19611836506329E+017",2015-07-10 20:59:08,0,4,RT @eldefinido: Ayer almorzamos con él. Conoce la historia del Mono. http://t.co/xFn75wYOk2 #Aquiestamos @fparentesis http://t.co/RVEMfQBfX8,,
863,"6,19611144198726E+017",2015-07-10 20:56:23,0,0,@Dhenny_Corvetto el fono 800 104777 fue habilitado por el @dsocial_gob para prestar ayuda e información.,,
864,"6,19610300606743E+017",2015-07-10 20:53:02,2,0,Gracias a ustedes por visitarnos y difundir nuestra causa de superación de la pobreza :) https://t.co/2UiePAs8i6,,
865,"6,19563494594228E+017",2015-07-10 17:47:02,0,12,RT @danielexhuevo: AQUI ESTAMOS. TENEMOS DERECHO A SER ESCUCHADOS #AQUIESTAMOS http://t.co/hOU9bp8H7x,,
866,"6,1955261068571E+017",2015-07-10 17:03:47,1,3,Las personas en situación de calle tienen DERECHO a ser escuchados.  ¡Escúchalos aquí! http://t.co/AbkwCDMYFi #Aquiestamos,,
867,"6,19547776620339E+017",2015-07-10 16:44:35,0,0,"How I did on Twitter this week: 16 New Followers, 35 Mentions, 403K Mention Reach. How'd your week go? via http://t.co/4kEUPOunY8",,
868,"6,19541218444333E+017",2015-07-10 16:18:31,0,29,"RT @rovaretti: La superación de la pobreza es un asunto social, no policial. #Aquiestamos http://t.co/RlPYbdQSd9",,
869,"6,194962036219E+017",2015-07-10 13:19:39,0,3,"RT @Sumate_Fund: Ellos necesitan de nuestro apoyo, no ignoremos esta realidad @Sumate_Fund apoya campaña @fparentesis http://t.co/OSeOrKsPLt",,
870,"6,19265669503263E+017",2015-07-09 22:03:35,0,4,OCDE: no es posible que familias en Chile salgan de la pobreza con sueldo mínimo  http://t.co/9FG16XupY8,,
871,"6,19263729469903E+017",2015-07-09 21:55:53,0,11,RT @gino__costa: No sigamos ignorando a quienes se encuentran en situación de calle! Escúchalos. #Aquiestamos @fparentesis http://t.co/zVzV…,,
872,"6,19241540146168E+017",2015-07-09 20:27:42,3,3,"Un día como hoy nació #TomHanks actor que dió vida a Forrest, inspirador personaje del cine. Frase para reflexionar.. http://t.co/Zb81HGti0b",,
873,"6,19206290754142E+017",2015-07-09 18:07:38,0,5,RT @xitorrescautivo: El 70% de los que viven en situación de calle tiene entre 25 y 59 años de edad. ¿A cuántos has escuchado?#aquiestamos …,,
874,"6,19165703166394E+017",2015-07-09 15:26:21,0,19,RT @muchogustoMEGA: .@AntonioChiappe está con la @fparentesis y la campaña #AquiEstamos para ayudar a la gente con situación de calle. http…,,
875,"6,19158020308771E+017",2015-07-09 14:55:50,0,34,RT @fparentesis: Pronto despacho en vivo con #MuchoGusto! #Aquiestamos @Karol_LuceroV http://t.co/SGDFOtAZYP,,
876,"6,19150106412118E+017",2015-07-09 14:24:23,0,7,"RT @Tele13_Radio: Egenau de @fparentesis y la campaña #AquíEstamos: ""El plan invierno es una medida paliativa"" http://t.co/oa2xGfkGUv http:…",,
877,"6,19131148472599E+017",2015-07-09 13:09:03,0,31,"RT @pwalkersj: Una frase notable de Juan Cristobal Beytía sj: ""si quieres ayudar a que se recuperen las confianzas...cumple lo que prometis…",,
878,"6,18890161137582E+017",2015-07-08 21:11:27,0,4,RT @PublimetroChile: @fparentesis y @Hdecristo inician campaña denominada “Aquí estamos. Tenemos derecho a ser escuchados” http://t.co/e1xt…,,
879,"6,18839010757222E+017",2015-07-08 17:48:12,0,2,"RT @JPQueralto: Aquí estamos. Tenemos derecho a ser escuchados"" #Aquiestamos. @fparentesis http://t.co/O5LZK9iXBs",,
880,"6,1883795618757E+017",2015-07-08 17:44:00,0,2,RT @ChileBcl: #LoMásLeído Entrevista a Capellán @Hdecristo por corrupción política: “Soy testigo de una rabia acumulada” | En: http://t.co/…,,
881,"6,18766559541129E+017",2015-07-08 13:00:18,0,6,RT @herrenmatinal: Cuántas veces has escuchado lo que necesitan las personas en situación de calle? #aquiestamos… https://t.co/YQmtX5ibrB,,
882,"6,18530194089976E+017",2015-07-07 21:21:04,0,2,"RT @ChileBcl: #Entrevista Capellán @Hdecristo , Pablo Walker, por corrupción política: “Soy testigo de una rabia acumulada” | http://t.co/2…",,
883,"6,18506909004493E+017",2015-07-07 19:48:33,0,8,RT @lapauloncha: Campaña para que veamos a la gente que vive en la calle #aquiestamos fundación parentesis http://t.co/KKbHLuq3bG,,
884,"6,18506674639405E+017",2015-07-07 19:47:37,0,8,"RT @Cooperativa: Sergio Chacón, director Social @fparentesis, conversa con #TardeGPS sobre su nueva campaña http://t.co/RT1Dzzdo3r",,
885,"6,18505908574888E+017",2015-07-07 19:44:34,0,8,RT @KarendTV: Nustro compromiso con Fundación Paréntesis,) http://t.co/wiqhHIUQ0c,
886,"6,1846554529853E+017",2015-07-07 17:04:11,0,8,¡Urgente! Fundación Paréntesis convoca a escuchar a las personas en situación de calle http://t.co/o872dHTiJ9,,
887,"6,18435311736082E+017",2015-07-07 15:04:02,2,11,Las personas en situación de calle tienen DERECHO a ser escuchados. Escúchalos aquí http://t.co/0BdHZniw4M #Aquiestamos,,
888,"6,18431924244234E+017",2015-07-07 14:50:35,0,3,"RT @Razon_en_Cristo: “Los pobres tienen una mezcla de rabia y pena, una especie de desencanto”,@pwalkersj capellan @Hdecristo en @ChileBcl …",,
889,"6,18426132183032E+017",2015-07-07 14:27:34,0,27,"RT @Karol_LuceroV: Para dar soluciones a las personas q se encuentran en situación de calle, hay q partir por escucharlos. #AquiEstamos htt…",,
890,"6,18423138104267E+017",2015-07-07 14:15:40,0,6,RT @gino__costa: Sabes cuáles son los miedos y tristezas de quienes están en situación de calle? #aquiestamos @fparentesis http://t.co/RfTu…,,
891,"6,18419001417462E+017",2015-07-07 13:59:14,0,48,"RT @xitorrescautivo: Las personas que viven en situación de calle NO son delincuentes, son ciudadanos con DERECHOS. #Aquiestamos http://t.c…",,
892,"6,18408947968512E+017",2015-07-07 13:19:17,0,74,RT @SoledadOnetto: No esperemos que alguien en situación de calle muera de frío! Escúchalos para dar soluciones AHORA #aquiestamos http://t…,,
893,"6,18401424330879E+017",2015-07-07 12:49:23,0,39,RT @fparentesis: No sigamos ignorando a quienes se encuentran en situación de calle! Escúchalos. #Aquiestamos http://t.co/ZXBGlR4bTE http:/…,,
894,"6,18157170702598E+017",2015-07-06 20:38:48,0,2,"RT @ChileBcl: #ENTREVISTA al padre Pablo Walker, Capellán Hogar de Cristo (@Hdecristo) | Léela en: http://t.co/2NcAeteAAJ http://t.co/HxtEd…",,
895,"6,18148072837751E+017",2015-07-06 20:02:39,0,1,Aprendizaje de servicio: Futuros psicólogos investigaron labor del Hogar de Cristo con adultos mayores http://t.co/17gqQGUZHT,,
896,"6,18143419555291E+017",2015-07-06 19:44:10,0,6,RT @didecoestacion: Conoce los albergues habilitados por @dsocial_gob en el marco del #PlanDeInvierno #2015 #AvanzaConTodos F. 800104777 ht…,,
897,"6,18110091104023E+017",2015-07-06 17:31:44,1,4,Según un estudio de @TECHOChile existen 34 tomas de extrema pobreza en Antofagasta  http://t.co/ZhUDrY8u5a vía @latercera,,
898,"6,18088075009372E+017",2015-07-06 16:04:15,1,4,Recomendamos analogía futbolera en columna de @Educacion2020 /La Roja y la Reforma: los goles que esperamos de la Ministra vía @thecliniccl,,
899,"6,18067477667385E+017",2015-07-06 14:42:24,0,6,"RT @AlumbradPintana: @Hdecristo Perdona molestia, favor ayudame, favor RT a conocidos, Zona Curamavida, tengo pariente extraviado!!!!!! htt…",,
900,"6,18065857944678E+017",2015-07-06 14:35:58,0,4,RT @rostrosnuevos: Rostros Nuevos en Conce: Derribando Prejuicios de la Discapacidad Mental :-)  http://t.co/3bqGC6WJ0T,,
901,"6,17800566656377E+017",2015-07-05 21:01:47,2,5,¿En qué casos se permite el trabajo infantil y cuándo es ilegal? http://t.co/t3M51B0yVf vía @eldefinido http://t.co/wC8XtgsBXW,,
902,"6,17770527067914E+017",2015-07-05 19:02:25,1,3,"Activismo Pasivo: Cuando se apoya una causa con solo un ""clic"" del mouse http://t.co/NPYu7pESmz vía @emol http://t.co/yO1ROIApTZ",,
903,"6,17683284676452E+017",2015-07-05 13:15:45,1,6,¿Tenemos conciencia permanente de q existen personas q necesitan ayuda? Revista En Acción pág6 http://t.co/b8pIjBTDPM http://t.co/kNN4J7NHVE,,
904,"6,17476345778569E+017",2015-07-04 23:33:27,68,67,"Lo dedicamos especialmente a esas personas q lo han pasado mal y c/esto le llevamos un poco de alegría"" @C1audioBravo http://t.co/nafvVbaSQu",,
905,"6,17434138304451E+017",2015-07-04 20:45:44,4,5,Nuestros acogidos alientan porque #LaRoja ha dado alegría a todos los chilenos ¡Vamos que se puede! http://t.co/GZ9LZSKNnM,,
906,"6,17398765767537E+017",2015-07-04 18:25:11,0,52,RT @CG_ARROYO: Que pena lo de #CarloDeGavardo lo conocí trabajando para @Hdecristo no solo un gran deportista también una gran persona 👼🏼🙏🏻,,
907,"6,17332877764772E+017",2015-07-04 14:03:22,3,6,Fundación Súmate trabaja en la reinserción de niños y jóvenes q se encuentran fuera del sist escolar http://t.co/fg8v9SUokR @Sumate_Fund,,
908,"6,17317530642813E+017",2015-07-04 13:02:23,3,6,Ha sido un año difícil y queremos #QueChileSigaSonriendo ¡Vamos #LaRoja sigan brindándonos alegrías! @C1audioBravo http://t.co/L8zL9JDpDp,,
909,"6,17113441678041E+017",2015-07-03 23:31:24,1,2,@MedelPitbull En el @hdecristo nos preparamos para salir campeones ¡Fuerza muchachos! #LaRoja #QueChileSigaSonriendo http://t.co/Dv1OUG1YsN,,
910,"6,17101225008497E+017",2015-07-03 22:42:51,4,4,Vamos muchachos sigan brindándole alegría a los todos los chilenos @kingarturo23 mañana #QueChileSigaSonriendo http://t.co/OSwVnwQfW7,,
911,"6,17038045192299E+017",2015-07-03 18:31:48,1,2,Plan Invierno 2015: Comenzó inédito programa de atención médica para personas en situación de calle en Valparaíso http://t.co/WGaDWTEsjY,,
912,"6,17030910702158E+017",2015-07-03 18:03:27,0,2,"¿Somos los chilenos realmente solidarios? Revisa el reportaje en Pág 6 de revista ""En Acción"": http://t.co/zEx7GF5H3u http://t.co/4HWL5pBGJM",,
